200356	33632	514053	645995	261982	256203	559557	320469	126065	223307
55298	508036	180206	445573	661596	757900	467111	9872	427741	410784
609501	601243	774645	329526	399445	445634	446151	73943	149825	692421
683300	286184	625114	306468	307930	616108	313237	115255	258969	304469
569772	257375	406853	754999	760302	304520	378510	264734	746258	179808
257389	545250	504116	671121	380034	755698	337355	438891	432759	681874
35091	343552	658983	33789	250873	468656	219828	797517	319610	791443
7623	565356	500167	253421	693970	381648	425688	609305	701069	79856
163219	83439	717035	549789	528762	338608	132963	662161	373408	562932
761528	290920	450723	206309	3943	12099	595102	248653	64137	221190
85338	257971	266014	399356	237179	497082	11737	672042	263166	563576
425956	641862	257620	98394	462979	340891	409101	174174	610885	635793
412289	75319	708612	332480	745671	107486	599109	165304	1028	25017
173638	219027	195208	640583	19373	320131	564190	382100	564448	147300
534029	187780	721660	49169	382737	380918	164051	20746	351735	41848
522629	578172	435028	95237	778517	584780	168765	256692	528851	219678
63423	733439	37778	243386	265329	149598	440946	703309	3823	767362
353888	35139	174841	301196	441757	754543	231278	72904	439885	596769
194980	731247	471678	50108	274780	460527	292375	742406	669499	528384
694268	78109	254376	773773	340954	286623	593920	411938	755275	631014
293715	133922	467608	339399	498220	303966	438189	459626	161164	708925
799211	101134	359651	189606	519454	416174	392612	784718	776230	585838
298810	743896	426467	414632	749084	317066	400792	300616	12089	403163
701482	136399	62304	542038	567214	109580	293616	159124	74547	9476
121312	223261	378125	310308	599842	353815	348599	789237	453278	114054
749316	350977	409859	353472	499844	268956	651628	212591	606433	616299
334611	179498	796548	248179	704606	188201	176641	310368	728098	174632
339352	287090	377410	756936	478378	64575	553710	582444	426252	574988
501003	784529	312341	498680	258814	718296	745365	441001	420753	294879
256809	163193	610717	9868	398595	35156	458002	562167	170438	491172
47127	185404	759336	107941	37708	664745	105655	787576	494250	87780
167338	616477	735265	478920	335767	84288	605629	392524	263848	685425
495654	290750	398926	488938	374866	507926	770165	250756	678012	203988
462050	455649	475346	535346	512723	714505	578790	322289	507854	205832
680084	567851	297840	538638	686576	483812	248091	127158	314827	205315
239244	306157	121753	126341	466146	378823	697534	564087	341505	777560
314083	661043	292097	531240	117354	59378	542510	70797	771361	133002
313372	668283	106235	238466	618088	292829	192260	546636	24126	780198
356281	542862	551917	550927	376482	434141	716469	275318	635991	277558
573847	671831	185364	645070	316656	438701	258493	665474	269751	156897
606027	335185	469381	65813	254915	65238	366035	301355	572238	332695
773284	299392	5996	430425	591928	5800	195067	60021	70811	497605
285082	88369	22688	8050	256493	789197	95543	761629	65625	116686
